"charName","Ship","damage","Class","Cargo","WeaponUpgr","ECM","Drugs","ExCargo","Commod","Drones","Analyzers","Warp Speed","Speed","Maneuverability","Size","WeaponSize","DroneBay","Defence","LockSpeed","CPU","Power","Power bank","CapRecharge","RegionName","borderSys","fringesys","CorridorSys","hubSys","internationalSys","regionalSys","constellationSys","SecurityStatus","Remote Reps","Remote Assistance","Armament","Mining","Scanning","SpeedMods","Ewar","CapPower","Cloack","Salvager","Warp Scrambler","Stasis Web","Cynosural Field","CovOpsCloack","Covert Cyno","MWD","AB","DUST","Clothes","Deployb","SleepSalv","Structure","Implant","Blueprint","Energy Destabilizer","Capacitor Booster","Ice Product","Interdiction Probe","Shield Extender","Shield Booster","Sresist","Repper","CargoVolume","Aresist","NofGates","N Attackers","Mic Security","Average Security","KilledBy","KilledByType","Frigates","Cruisers","Battleships","Industrials","Titans","Roockie Ships","Assault Ship","Heavy AS","Deep Space Transports","BattleCruisers","Destroyers","MiningBarges","Dreadnoughts","Interdictors","CommandShips","Exhumers","Interceptor","Logistics","Force Recon","Bomber","E - War","Heavy Interdictor","Black Ops","Marauder","Combat Recon Ship","Attack Battlecruiser","Blockade Runner","CovOps","Sit"
"Kohursr Mitthrassafis                             ","Exequror",14493,"Cruiser",495.0,0,0,0,0,0,0,0,3.0,240.0,14.876082234982595,80.0,2.0,50.0,1670.0,295.0,275.0,610.0,1375.0,5.208333333333333,"The Forge",1,0,0,1,0,1,1,0.9459131166648389,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,2,7,4,-1.3,-1.07903025,"Heavy Electron Blaster II","Hybrid Weapon",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Logi"
"Carbon Elephant                                   ","Iteron Mark V",1774,"Industrial",5800.0,0,0,0,5,0,38,0,3.0,105.0,8.514261387824606,220.0,2.0,0.0,830.25,55.0,270.0,85.0,650.0,1.5615615615615615,"The Citadel",1,0,1,0,0,0,1,0.6092655011900479,0,0,8,12,0,6,1,0,0,0,3,2,0,0,0,6,6,0,0,3,0,0,0,0,0,0,0,0,4,3,1,0,433997.51,2,2,1,3.714671,3.714671,"Garde II","Combat Drone",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hauling"
"Percivan Krasus                                   ","Corax",2621,"Destroyer",450.0,1,0,0,0,0,0,0,4.5,235.0,19.49317738791423,69.0,1.0,0.0,1195.0,475.0,210.0,48.0,500.0,1.5625,"The Forge",0,0,0,1,0,0,0,0.6431657594205797,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,112.41,0,3,1,-1.796638,-1.796638,"Heavy Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Amirabella                                        ","Retriever",7319,"Mining Barge",450.0,0,0,0,0,0,5,0,3.0,80.0,7.59013282732448,250.0,2.0,25.0,2815.0,660.0,235.0,35.0,250.0,1.3333333333333333,"D-R00016",0,0,0,0,0,0,0,-0.99,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311.0,0,0,1,-0.164289,-0.164289,"Nova Rage Heavy Assault Missile","Advanced Heavy Assault Missile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mining"
"JevinsCherries Akiga                              ","Merlin",3877,"Frigate",150.0,0,0,0,0,0,0,0,5.0,310.0,27.861361863367883,39.0,1.0,0.0,598.75,580.0,180.0,40.0,350.0,2.0,"Placid",1,0,0,1,0,1,1,0.2086483619822196,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88.3725,0,5,4,1.686514,3.4216285,"200mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"ARMORED C0re                                      ","Thorax",6183,"Cruiser",465.0,1,0,0,0,0,5,0,3.0,240.0,18.092343320306846,120.0,2.0,50.0,1950.0,280.0,330.0,820.0,1450.0,2.8046421663442938,"Placid",1,0,0,1,0,0,1,0.1726206117578859,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.375,2,6,5,-0.6,2.4258714000000006,"200mm AutoCannon II","Projectile Weapon",1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"ARMORED C0re                                      ","Thorax",6196,"Cruiser",465.0,1,0,0,0,0,0,0,3.0,240.0,18.092343320306846,120.0,2.0,50.0,1950.0,280.0,330.0,820.0,1450.0,2.8046421663442938,"Placid",1,0,0,1,0,0,1,0.1726206117578859,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.68749999999997,1,6,4,0.1,3.0788005,"200mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Mara Denais                                       ","Atron",1868,"Frigate",145.0,0,0,0,0,0,0,0,5.0,420.0,34.01360544217687,35.0,1.0,0.0,453.75,900.0,147.0,37.0,330.0,2.0,"Domain",0,1,0,0,0,0,0,0.363667633157856,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.8175,0,1,1,2.0,2.0,"425mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Savageminion                                      ","Augoror",9614,"Cruiser",465.0,0,0,0,0,0,4,0,3.0,210.0,13.705388958938652,90.0,2.0,20.0,1838.75,300.0,275.0,650.0,1500.0,5.0,"Providence",1,0,1,0,0,1,1,-0.09439309792540984,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,2,31,-3.5,2.5161290322580645,"Hammerhead II","Combat Drone",1,8,1,0,0,0,0,8,0,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5,0,0,"Logi"
"Semidurr                                          ","Malediction",2040,"Interceptor",98.0,0,0,0,0,0,0,0,8.0,435.0,27.05408110813516,33.0,1.0,0.0,585.0,900.0,150.0,35.0,355.0,1.3333333333333333,"Essence",1,0,0,1,0,0,1,0.3882801087888061,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,133.12,0,4,25,-10.0,-3.0675475200000006,"Heavy Pulse Laser II","Energy Weapon",0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Kayne Hillan                                      ","Exequror",7978,"Cruiser",495.0,0,0,0,0,0,0,0,3.0,240.0,14.876082234982595,80.0,2.0,50.0,1670.0,295.0,275.0,610.0,1375.0,5.208333333333333,"Metropolis",1,0,0,1,0,1,1,0.5496682670749016,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0,3,5,11,-1.9,1.467179090909091,"Heavy Neutron Blaster II","Hybrid Weapon",1,3,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Ken Morton                                        ","Navitas",3177,"Frigate",280.0,0,0,0,0,0,1,0,5.0,330.0,20.28397565922921,36.0,1.0,5.0,451.25,875.0,145.0,49.0,390.0,2.0,"Essence",1,0,0,1,0,0,1,0.3882801087888061,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,1,4,35,-3.0,0.9628679514285717,"Caldari Navy Nova Light Missile","Light Missile",2,13,0,0,0,0,0,0,0,5,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
,"Rifter",3729,"Frigate",140.0,0,0,0,0,0,0,0,5.0,355.0,29.37953362928317,35.0,1.0,0.0,630.0,660.0,125.0,38.0,250.0,2.0,"Essence",1,0,0,1,0,0,1,0.3882801087888061,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.04499999999999,0,4,7,-9.1,0.7331920000000001,"Caldari Navy Inferno Light Missile","Light Missile",1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Nero Astaphor                                     ","Rifter",4436,"Frigate",140.0,0,0,0,0,0,0,0,5.0,355.0,29.37953362928317,35.0,1.0,0.0,630.0,660.0,125.0,38.0,250.0,2.0,"Essence",1,0,0,1,0,0,1,0.3882801087888061,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.265,0,4,7,-2.041948,0.7225788571428572,"Light Ion Blaster II","Hybrid Weapon",2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Bandalon Ominus                                   ","Naga",7366,"Attack Battlecruiser",575.0,2,0,0,0,0,0,0,2.5,195.0,12.698412698412698,215.0,2.0,0.0,2629.125,200.0,425.0,875.0,2900.0,4.0,"Curse",0,0,1,0,0,0,0,-0.01431927738433703,0,0,8,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,698.325,0,3,17,-3.8,1.3258299588235292,"Caldari Navy Nova Light Missile","Light Missile",7,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"PvP Generic"
"Bandalon Ominus                                   ","Capsule - Genolution 'Auroral' 197-variant",457,"Capsule",0.0,0,0,0,0,0,0,0,3.0,150.0,1562.5,25.0,,0.0,150.97500000000002,,1.0,1.0,125.0,0.6666666666666666,"Curse",0,0,1,0,0,0,0,-0.01431927738433703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.0,0,3,12,-3.8,1.1834511666666667,"Light Neutron Blaster II","Hybrid Weapon",6,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Other"
"Aongus Rylian                                     ","Ares",1511,"Interceptor",96.0,0,0,0,0,0,0,0,8.0,425.0,30.15226895823911,35.0,1.0,0.0,469.99999999999994,955.0,145.0,33.0,315.0,1.3333333333333333,"Providence",1,0,1,0,0,1,1,-0.09439309792540984,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.725,0,2,1,-0.9196166,-0.9196166,"Small Focused Pulse Laser II","Energy Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Aongus Rylian                                     ","Ares",1628,"Interceptor",96.0,1,0,0,0,0,0,0,8.0,425.0,30.15226895823911,35.0,1.0,0.0,469.99999999999994,955.0,145.0,33.0,315.0,1.3333333333333333,"Providence",1,0,1,0,0,1,1,-0.09439309792540984,0,0,3,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4,0,2,1,-0.9196166,-0.9196166,"Small Focused Pulse Laser II","Energy Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"krixus spartans                                   ","Hound",1049,"Stealth Bomber",195.0,0,0,0,0,0,0,0,5.5,284.0,17.916715937635495,34.0,1.0,0.0,369.65937499999995,500.0,303.0,40.0,250.0,1.25,"Catch",0,0,1,0,0,0,0,-0.2252840220455412,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.1,0,2,6,0.9,3.314378833333334,"720mm 'Scout' Artillery I","Projectile Weapon",0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"PvE"
"Sardek Nardan                                     ","Caracal",10928,"Cruiser",450.0,2,0,0,0,0,2,0,3.0,230.0,18.252838316358194,125.0,2.0,10.0,2042.5,270.0,430.0,630.0,1250.0,2.8089887640449436,"Derelik",0,0,0,1,0,0,0,0.4428166328867634,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,308.34999999999997,0,5,16,-4.5,1.1723418124999998,"250mm Prototype Gauss Gun","Hybrid Weapon",0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Inira Serra                                       ","Catalyst",2981,"Destroyer",450.0,4,0,0,0,0,0,0,4.5,265.0,23.37540906965872,68.0,1.0,0.0,1083.75,500.0,178.0,70.0,650.0,1.8571428571428572,"Providence",1,0,1,0,0,1,1,-0.09439309792540984,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.93000000000006,0,2,8,-2.030111,0.49247225,"150mm Railgun II","Hybrid Weapon",2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"p4ela Na orbite                                   ","Thrasher",2923,"Destroyer",400.0,0,0,0,0,0,0,0,4.5,270.0,22.321428571428573,56.0,1.0,0.0,1086.25,550.0,170.0,70.0,550.0,1.896551724137931,"Immensea",1,0,0,1,0,1,1,-0.3044363402430225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,3,8,-0.9,4.212853375000001,"Scourge Fury Light Missile","Advanced Light Missile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Syrus Estidal                                     ","Hurricane",27752,"Combat Battlecruiser",425.0,1,0,0,0,0,0,0,2.5,165.0,11.097301136363637,250.0,2.0,30.0,6118.75,220.0,400.0,1125.0,2250.0,3.800675675675676,"Catch",0,0,1,0,0,0,0,-0.2252840220455412,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,179.675,0,2,29,-7.5,1.5302014137931035,"Caldari Navy Scourge Heavy Missile","Heavy Missile",1,13,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,1,0,0,"Capital Warfare"
"Snottel                                           ","Stiletto",2907,"Interceptor",92.0,0,0,0,0,0,0,0,8.0,435.0,28.011204481792717,31.0,1.0,0.0,540.0,970.0,150.0,30.0,250.0,1.3333333333333333,"Catch",1,0,0,1,0,0,1,-0.2094229652862409,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116.175,0,4,17,-1.7,3.220090352941177,"Light Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Snottel                                           ","Rupture",10701,"Cruiser",450.0,1,0,0,0,0,0,0,3.0,210.0,16.39344262295082,125.0,2.0,30.0,2302.5,290.0,350.0,860.0,1275.0,3.0,"Detorid",0,0,0,1,0,0,0,-0.500871142362201,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,193.78500000000003,0,3,9,-0.9,2.744622666666667,"Anode Electron Particle Cannon I","Hybrid Weapon",0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Lord Rahvin                                       ","Claymore",29789,"Command Ship",575.0,0,0,0,0,0,10,0,2.75,170.0,11.428571428571429,240.0,2.0,75.0,4027.5,220.0,525.0,1100.0,2625.0,4.499996785716581,"Immensea",1,0,0,1,0,0,1,-0.6275157789375341,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,408.975,0,3,91,-5.4,3.440684549450549,"Warrior II","Combat Drone",0,37,0,0,0,0,1,38,0,0,0,0,0,1,0,0,6,5,0,0,0,0,0,0,1,0,0,0,"PvP Generic"
"TehDazzler                                        ","Thanatos",469833,"Carrier",875.0,0,0,0,0,24,2352,0,1.5,75.0,1.889363591491251,2960.0,4.0,100000.0,156875.0,50.0,725.0,700000.0,60000.0,14.416666666606597,"Catch",1,0,1,0,0,1,1,-0.1463222206852534,6,0,0,0,0,0,0,18,0,0,0,0,2,0,0,2,2,0,0,6,0,0,0,0,0,0,93668,0,0,0,0,0,406124.88000000006,4,2,384,-3.8,3.5056468750000023,"Caldari Navy Mjolnir Torpedo","Torpedo",4,20,220,0,0,0,2,0,0,38,26,0,0,4,4,0,6,24,2,28,0,6,0,0,0,0,0,0,"Logi"
"Piter                                             ","Vagabond",9306,"Heavy Assault Cruiser",360.0,1,0,0,0,0,0,0,3.3,295.0,17.119300984702193,115.0,2.0,25.0,1513.75,330.0,400.0,900.0,1200.0,4.8979591836734695,"Detorid",0,0,0,1,0,0,0,-0.500871142362201,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,424.20000000000005,0,3,15,-2.2,2.9600362,"Caldari Navy Mjolnir Light Missile","Light Missile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,"PvP Generic"
"Levarris Hawk                                     ","Stiletto",1743,"Interceptor",92.0,0,0,0,0,0,0,0,8.0,435.0,28.011204481792717,31.0,1.0,0.0,540.0,970.0,150.0,30.0,250.0,1.3333333333333333,"Catch",1,0,0,1,0,0,1,-0.2094229652862409,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.08,0,4,11,-1.7,2.331048727272727,"Light Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Valdish Raholan                                   ","Revelation",801135,"Dreadnought",2175.0,3,0,0,0,0,0,0,1.5,65.0,1.7760017760017761,2975.0,4.0,0.0,239062.5,55.0,650.0,650000.0,57375.0,13.8001948262799,"Catch",1,0,1,0,0,1,1,-0.1463222206852534,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31264,0,0,0,0,2,58550.100000000006,6,2,380,-3.8,3.5626601842105288,"Garde II","Combat Drone",4,20,226,0,0,0,2,0,0,36,24,0,0,4,4,0,10,18,2,24,0,6,0,0,0,0,0,0,"PvP Generic"
"Vlade Randal                                      ","Sabre",5631,"Interdictor",400.0,0,0,0,0,0,0,0,5.5,320.0,21.03270585760858,70.0,1.0,0.0,792.34375,550.0,230.0,58.0,600.0,2.0,"Feythabolis",0,0,0,1,0,0,0,-0.5414354054971708,0,0,6,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,48,2,0,0,0,492.44999999999993,0,5,21,-5.9,3.319231095238096,"Garde II","Combat Drone",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,13,0,0,"PvP Generic"
"ss6type                                           ","Buzzard",1358,"Covert Ops",190.0,0,0,0,2,8,0,0,8.0,306.0,18.44031791108079,50.0,1.0,0.0,575.0,405.0,300.0,15.0,218.75,1.1666666666666667,"Catch",0,0,1,0,0,0,0,-0.6763327711053237,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.16000000000003,0,2,1,-0.1,-0.1,"Dual Light Pulse Laser II","Energy Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Scanning"
"Diolo en Divalone                                 ","Vexor",14622,"Cruiser",480.0,1,0,0,0,0,7,0,3.0,205.0,16.682515055969837,145.0,2.0,125.0,2147.5,280.0,300.0,800.0,1450.0,3.005181347150259,"The Bleak Lands",1,0,0,1,0,0,1,0.4205274311943741,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.60000000000002,1,5,2,-0.4547964,0.12260179999999998,"Caldari Navy Scourge Heavy Assault Missile","Heavy Assault Missile",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"LuckyABA                                          ","Daredevil",3074,"Frigate",140.0,0,0,0,0,0,0,0,5.0,384.0,37.72913611785677,35.0,1.0,0.0,782.175,650.0,145.0,35.0,395.0,1.6853333333333333,"Heimatar",1,0,0,1,0,0,1,0.4387612481113237,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,94.19250000000001,1,6,3,-9.994756,-8.998252,"Hobgoblin II","Combat Drone",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"November Uriel                                    ","Moros",754774,"Dreadnought",2550.0,5,0,0,6,0,0,0,1.5,70.0,1.700427232342126,3045.0,4.0,0.0,239843.75,50.0,750.0,575000.0,52500.0,13.800195253048265,"Domain",0,0,0,1,0,0,0,0.05958321093124963,0,0,3,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,26468,0,0,0,0,1,27626.325,3,3,44,-10.0,2.510957045454546,"Garde II","Combat Drone",2,6,20,0,0,1,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"Capital Warfare"
"Limited Slip                                      ","Scimitar",14118,"Logistics",440.0,0,0,0,0,0,4,0,3.3,253.0,15.038724716144069,65.0,2.0,45.0,1579.8937500000002,400.0,495.0,550.0,1250.0,4.484304932735426,"Derelik",1,0,0,1,0,0,1,0.293932972095294,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,200.0,0,4,32,-2.6,2.059375,"150mm Railgun II","Hybrid Weapon",1,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Logi"
"Kurtkonig                                         ","Talwar",4212,"Destroyer",400.0,1,0,0,0,0,0,0,4.5,255.0,20.898641588296762,60.0,1.0,0.0,1156.25,550.0,200.0,51.0,450.0,1.5517241379310345,"Derelik",1,0,0,1,0,0,1,0.293932972095294,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121.99999999999997,0,4,9,-1.0,1.8100271111111113,"150mm Railgun II","Hybrid Weapon",0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"paik                                              ","Proteus",83919,"Strategic Cruiser",0.0,0,0,0,0,3,0,0,3.0,10.0,42.55246719204779,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"Immensea",1,0,1,0,0,0,1,-0.5764338418913799,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,648.4425,1,2,181,-9.7,1.4740331491712704,"250mm Railgun II","Hybrid Weapon",0,1,0,0,0,0,0,21,0,0,0,0,0,1,0,0,4,17,0,1,0,0,0,0,18,0,0,0,"Cyno"
"Sir Hillary                                       ","Catalyst",2368,"Destroyer",450.0,2,0,0,0,0,0,0,4.5,265.0,23.37540906965872,68.0,1.0,0.0,1083.75,500.0,178.0,70.0,650.0,1.8571428571428572,"Tash-Murkon",0,0,0,1,0,0,0,0.570059883438896,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.12,0,3,1,0.08501543,0.08501543,"Hobgoblin I","Combat Drone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Amadeus Vrasky                                    ","Stabber",6254,"Cruiser",420.0,1,0,0,0,0,5,0,3.0,290.0,17.54385964912281,100.0,2.0,25.0,2037.5,320.0,340.0,715.0,1200.0,2.807017543859649,"Placid",1,0,0,1,0,0,1,0.3574551019183639,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.4125,0,3,22,-9.2,0.03059582727272734,"280mm Howitzer Artillery II","Projectile Weapon",9,0,0,0,0,0,3,0,0,0,4,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,"E-War"
"rastafari rocka                                   ","Incursus",3460,"Frigate",165.0,0,0,0,0,0,1,0,5.0,340.0,30.881353838552283,42.0,1.0,5.0,593.75,600.0,135.0,45.0,370.0,2.0,"Placid",1,0,0,1,0,0,1,0.3574551019183639,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.745,2,3,3,-9.2,-4.833333333333333,"75mm Gatling Rail II","Hybrid Weapon",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Servus RectAni                                    ","Occator",22446,"Deep Space Transport",5000.0,0,0,0,0,514,0,0,3.3,90.0,5.128205128205129,165.0,2.0,0.0,3088.846875,200.0,200.0,245.0,1156.25,3.936170212765958,"Metropolis",1,0,0,1,0,0,1,0.2528716714819527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6237.020000000008,4,4,15,-10.0,-7.618091400000001,"Bouncer II","Combat Drone",0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hauling"
"Servaski Mickelson                                ","Condor",2409,"Frigate",130.0,0,0,0,0,0,0,0,5.0,400.0,31.34796238244514,33.0,1.0,0.0,458.75,880.0,185.0,35.0,300.0,2.0,"Devoid",0,0,0,1,0,0,0,0.2573027247571059,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89.50999999999999,0,4,1,1.533439,1.533439,"Light Neutron Blaster II","Hybrid Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
